0	3533.000000	3535.000000	3512.000000	3542.000000	3954.000000	3957.000000	3971.000000	3983.000000	4083.000000	
1	3533.000000	3535.000000	3512.000000	3542.000000	3954.000000	3957.000000	3971.000000	3983.000000	4083.000000	
2	3529.098633	3534.024658	3506.148193	3538.098633	3941.320801	3967.728516	3976.851807	3980.073975	4038.135254	
3	3531.887207	3533.037598	3506.000000	3544.737061	3952.549072	3968.000000	3979.887207	3975.187744	4107.257324	
4	3535.795654	3536.795654	3507.897949	3547.846680	3948.255371	3977.489258	3974.306396	3983.540283	4058.758301	
5	3532.256104	3534.192139	3514.551758	3545.192139	3944.256104	3963.024658	3979.615723	3978.384277	4113.093262	
6	3537.538086	3540.461182	3514.076904	3547.769043	3956.922119	3975.845215	3988.307129	3992.768311	4067.157227	
7	3538.000000	3535.537598	3503.985840	3543.447998	3949.806641	3969.717041	3968.061035	3985.806641	4099.415527	
8	3538.897705	3543.977539	3509.284180	3546.591064	3946.306641	3972.591064	3974.977539	3982.306641	4056.317139	
9	3540.771729	3538.799072	3510.000000	3540.799072	3941.570801	3964.141602	3978.657471	3969.598145	4075.803467	
10	3534.884277	3545.863037	3511.747314	3545.241943	3958.473145	3969.115723	3981.621094	3980.231201	4029.201416	
11	3541.750977	3542.693848	3514.583740	3544.277588	3954.110107	3975.167480	3984.583740	3980.277588	4118.458008	
12	3542.151611	3538.606445	3512.454834	3541.454834	3958.938477	3977.696777	3986.696777	3982.545166	4082.250000	
13	3542.835693	3541.342529	3508.657471	3543.506836	3951.643555	3965.465332	3976.136719	3985.506836	4139.016113	
14	3547.111084	3546.933350	3509.644531	3547.288818	3960.688965	3972.866699	3971.533447	3995.866699	4086.222168	
15	3548.000000	3539.917969	3507.575439	3546.383545	3958.958984	3973.383545	3966.150879	3991.534424	4098.670410	
16	3550.379883	3538.000000	3509.379883	3546.000000	3956.413330	3975.379883	3979.279785	3992.379883	4049.467041	
17	3548.665039	3534.886719	3510.000000	3548.334961	3952.108398	3968.216553	3979.886719	3982.881592	4107.385254	
18	3546.473389	3538.579590	3509.236816	3543.656982	3951.763184	3975.922607	3979.763184	3986.869385	4053.962646	
19	3546.000000	3531.017334	3506.754395	3544.245605	3952.000000	3976.754395	3977.005859	3979.268799	4093.129395	
20	3542.331787	3531.668213	3506.000000	3546.467285	3957.135742	3978.934570	3980.402100	3979.668213	4056.774170	
21	3540.280762	3533.000000	3503.123291	3542.684814	3953.965576	3969.931152	3977.684814	3980.280762	4081.309570	
22	3540.000000	3538.640381	3504.114990	3546.640381	3956.935303	3971.640381	3973.885010	3977.179932	4095.474854	
23	3538.618652	3535.474121	3503.618652	3550.381348	3961.072266	3964.329834	3979.216553	3985.670166	4130.608398	
24	3540.026855	3537.053955	3509.080811	3550.324463	3956.594727	3965.405273	3978.621826	3983.919189	4105.109375	
25	3542.981689	3539.000000	3508.036621	3544.715576	3958.624023	3970.642334	3977.660645	3982.321045	4106.798828	
26	3541.417480	3534.480469	3510.519531	3546.519531	3950.023926	3972.000000	3974.125977	3981.708740	4093.465332	
27	3537.477295	3536.414795	3513.000000	3545.216064	3945.892090	3966.323975	3975.153320	3982.892090	4114.056641	
28	3540.917480	3537.770508	3512.385254	3546.688232	3953.761475	3969.761475	3978.843994	3987.688232	4068.842773	
29	3543.401367	3537.598633	3510.802979	3547.204346	3952.014404	3973.401367	3978.802979	3985.810059	4082.468262	
30	3541.834717	3539.165283	3513.495850	3545.417236	3954.409180	3971.834717	3982.078613	3988.243896	4057.239990	
31	3544.966064	3537.733643	3511.467285	3548.966064	3955.600586	3973.266357	3983.866943	3984.634521	4071.924072	
32	3539.749023	3534.349854	3508.000000	3550.349854	3954.650146	3976.100098	3978.599365	3976.249756	4085.646240	
